"Date","Price","Open","High","Low","Vol.","Change %"
"12/27/2016","466.95","460.00","468.75","457.40","3.16M","1.99%"
"12/26/2016","457.85","465.50","465.50","455.60","3.28M","-1.68%"
"12/23/2016","465.65","464.95","468.30","460.00","3.96M","-0.84%"
"12/22/2016","469.60","468.15","472.95","464.80","5.44M","0.23%"
"12/21/2016","468.50","473.50","474.50","467.10","3.49M","-0.98%"
"12/20/2016","473.15","473.00","475.00","469.10","3.69M","0.29%"
"12/19/2016","471.80","470.90","478.55","465.50","5.45M","-0.29%"
"12/16/2016","473.15","465.00","474.90","464.20","9.02M","2.15%"
"12/15/2016","463.20","464.00","473.60","462.50","6.54M","-1.94%"
"12/14/2016","472.35","470.20","476.80","462.65","7.66M","0.36%"
"12/13/2016","470.65","476.80","486.25","462.25","63.88M","3.58%"
"12/12/2016","454.40","461.95","461.95","451.05","3.84M","-2.09%"
"12/09/2016","464.10","464.95","468.55","460.60","5.69M","0.55%"
"12/08/2016","461.55","451.20","464.40","451.20","8.18M","3.64%"
"12/07/2016","445.35","440.00","449.20","439.25","5.56M","0.96%"
"12/06/2016","441.10","441.00","445.90","438.10","4.21M","0.41%"
"12/05/2016","439.30","436.00","441.00","428.30","8.21M","1.48%"
"12/02/2016","432.90","445.00","453.50","431.15","10.45M","-3.41%"
"12/01/2016","448.20","457.00","457.70","446.90","7.71M","-2.42%"
"11/30/2016","459.30","460.00","463.80","455.10","8.38M","-0.12%"
"11/29/2016","459.85","455.00","466.30","451.35","8.57M","1.13%"
"11/28/2016","454.70","451.25","460.00","450.50","5.03M","0.52%"
"11/25/2016","452.35","454.10","456.35","443.15","7.43M","-0.13%"
"11/24/2016","452.95","466.35","466.35","449.70","8.05M","-3.93%"
"11/23/2016","471.50","467.00","475.30","462.00","6.73M","1.43%"
"11/22/2016","464.85","464.05","471.00","453.30","6.64M","1.73%"
"11/21/2016","456.95","468.00","472.80","451.50","7.33M","-3.03%"
"11/18/2016","471.25","469.90","473.85","461.85","7.25M","-0.34%"
"11/17/2016","472.85","460.00","476.00","459.65","8.95M","3.14%"
"11/16/2016","458.45","468.45","471.70","450.00","10.86M","0.23%"
"11/15/2016","457.40","484.90","484.90","453.00","15.36M","-9.84%"
"11/11/2016","507.30","526.50","530.00","505.00","7.82M","-4.95%"
"11/10/2016","533.70","536.00","549.35","531.50","6.91M","0.04%"
"11/09/2016","533.50","501.15","544.00","500.00","10.28M","-1.24%"
"11/08/2016","540.20","518.40","543.00","517.00","12.74M","6.69%"
"11/07/2016","506.35","513.00","521.30","505.05","5.51M","-1.16%"
"11/04/2016","512.30","509.25","516.35","501.60","7.56M","0.41%"
"11/03/2016","510.20","509.80","521.45","505.20","6.91M","-0.60%"
"11/02/2016","513.30","522.60","526.00","512.35","4.75M","-3.26%"
"11/01/2016","530.60","534.40","537.90","525.05","6.85M","-0.25%"
"10/30/2016","531.95","536.40","536.40","529.50","623.00K","-0.94%"
"10/28/2016","537.00","527.00","539.95","525.10","5.67M","2.87%"
"10/27/2016","522.00","515.60","525.75","510.75","18.47M","-1.52%"
"10/26/2016","530.05","548.00","548.00","523.15","6.67M","-4.29%"
"10/25/2016","553.80","549.85","561.00","549.10","5.69M","-1.07%"
"10/24/2016","559.80","544.00","564.00","543.55","5.16M","2.81%"
"10/21/2016","544.50","549.00","550.00","541.50","2.79M","-0.43%"
"10/20/2016","546.85","553.05","554.00","546.00","2.77M","-0.66%"
"10/19/2016","550.50","552.05","554.90","545.05","4.28M","-0.68%"
"10/18/2016","554.25","549.20","556.00","549.20","3.97M","1.22%"
"10/17/2016","547.55","557.85","557.85","545.90","3.46M","-1.54%"
"10/14/2016","556.10","546.00","557.45","545.00","5.87M","2.06%"
"10/13/2016","544.85","556.90","556.90","537.00","9.51M","-3.06%"
"10/10/2016","562.05","571.10","571.10","560.90","3.67M","-0.65%"
"10/07/2016","565.70","554.50","567.30","552.60","9.12M","2.58%"
"10/06/2016","551.45","563.10","564.20","549.10","4.27M","-1.47%"
"10/05/2016","559.65","555.30","562.40","549.75","5.93M","1.76%"
"10/04/2016","549.95","547.40","552.40","540.65","5.72M","1.69%"
"10/03/2016","540.80","539.40","546.00","539.00","4.51M","1.11%"
"09/30/2016","534.85","525.60","536.55","521.20","5.66M","1.62%"
"09/29/2016","526.30","543.00","546.90","516.65","9.32M","-2.54%"
"09/28/2016","540.00","533.00","545.40","531.50","6.60M","1.51%"
"09/27/2016","531.95","537.70","542.00","530.25","4.91M","-0.63%"
"09/26/2016","535.30","549.95","549.95","533.75","6.86M","-3.21%"
"09/23/2016","553.05","558.50","558.50","551.20","4.84M","-0.97%"
"09/22/2016","558.45","561.20","562.95","551.35","6.01M","1.55%"
"09/21/2016","549.90","548.60","556.40","544.00","5.92M","0.26%"
"09/20/2016","548.45","555.00","556.30","545.50","6.87M","-1.08%"
"09/19/2016","554.45","553.80","556.40","549.45","6.98M","1.05%"
"09/16/2016","548.70","562.40","568.20","546.35","10.93M","-1.59%"
"09/15/2016","557.55","562.00","566.25","555.40","5.26M","-0.53%"
"09/14/2016","560.50","556.25","565.35","544.10","12.36M","1.27%"
"09/12/2016","553.45","551.00","560.00","549.25","7.06M","-3.45%"
"09/09/2016","573.25","580.00","582.95","571.70","7.16M","-1.87%"
"09/08/2016","584.20","590.75","591.70","577.75","10.46M","-0.54%"
"09/07/2016","587.40","590.00","598.40","584.00","13.41M","-0.22%"
"09/06/2016","588.70","556.35","593.30","556.35","15.81M","7.07%"
"09/02/2016","549.85","552.00","555.90","549.10","10.10M","1.14%"
"09/01/2016","543.65","540.50","546.65","540.00","7.57M","1.11%"
"08/31/2016","537.70","529.00","548.80","529.00","15.73M","1.64%"
"08/30/2016","529.00","528.50","530.80","524.10","6.61M","0.70%"
"08/29/2016","525.30","522.50","528.75","515.40","12.53M","4.28%"
"08/26/2016","503.75","502.00","515.35","486.00","16.35M","2.00%"
"08/25/2016","493.85","498.35","503.30","491.30","8.79M","-0.90%"
"08/24/2016","498.35","504.70","506.05","493.60","5.19M","-1.12%"
"08/23/2016","504.00","505.25","508.60","500.45","5.34M","0.01%"
"08/22/2016","503.95","509.10","513.60","503.10","4.33M","-1.19%"
"08/19/2016","510.00","514.00","515.00","508.20","4.57M","-0.40%"
"08/18/2016","512.05","512.40","517.90","510.75","4.99M","0.32%"
"08/17/2016","510.40","511.10","514.25","505.85","5.85M","0.55%"
"08/16/2016","507.60","512.95","515.00","503.30","6.03M","-1.78%"
"08/12/2016","516.80","506.90","519.50","506.15","7.17M","2.69%"
"08/11/2016","503.25","503.75","505.00","495.10","4.11M","-0.04%"
"08/10/2016","503.45","515.60","516.50","502.30","6.37M","-2.01%"
"08/09/2016","513.80","521.00","522.00","509.20","6.02M","-0.19%"
"08/08/2016","514.80","518.20","522.60","513.40","4.65M","-0.31%"
"08/05/2016","516.40","507.20","518.70","502.15","6.39M","3.28%"
"08/04/2016","500.00","490.10","501.45","488.60","9.48M","4.52%"
"08/03/2016","478.40","494.50","499.50","475.50","7.93M","-3.02%"
"08/02/2016","493.30","510.00","511.20","491.15","5.25M","-2.94%"
"08/01/2016","508.25","506.80","514.90","505.50","4.75M","1.00%"
"07/29/2016","503.20","507.80","510.50","501.10","3.75M","-0.72%"
"07/28/2016","506.85","510.00","511.90","498.75","6.34M","-0.64%"
"07/27/2016","510.10","507.75","513.05","505.50","5.19M","1.36%"
"07/26/2016","503.25","506.05","513.35","502.10","6.19M","-1.13%"
"07/25/2016","509.00","505.50","510.95","503.35","4.64M","0.35%"
"07/22/2016","507.20","494.45","508.45","493.50","5.59M","3.29%"
"07/21/2016","491.05","498.45","500.00","489.70","3.66M","-0.58%"
"07/20/2016","493.90","496.30","502.45","492.45","5.70M","-1.07%"
"07/19/2016","499.25","493.90","503.50","493.45","7.67M","1.34%"
"07/18/2016","492.65","495.00","505.00","490.00","7.46M","-0.27%"
"07/15/2016","494.00","480.00","501.70","479.65","8.89M","1.63%"
"07/14/2016","486.10","480.10","489.30","478.95","5.98M","1.04%"
"07/13/2016","481.10","485.95","488.10","477.95","5.86M","-0.66%"
"07/12/2016","484.30","486.00","488.65","481.10","6.77M","-0.06%"
"07/11/2016","484.60","472.10","486.80","472.10","10.48M","3.92%"
"07/08/2016","466.30","464.30","468.20","462.65","9.26M","2.45%"
"07/07/2016","455.15","460.95","465.45","454.10","6.58M","-1.25%"
"07/05/2016","460.90","468.50","469.00","459.50","4.93M","-1.83%"
"07/04/2016","469.50","467.00","474.85","467.00","8.41M","2.53%"
"07/01/2016","457.90","463.60","464.75","454.70","7.03M","-0.29%"
"06/30/2016","459.25","454.30","462.25","451.55","13.21M","2.68%"
"06/29/2016","447.25","447.10","449.80","445.40","6.29M","1.56%"
"06/28/2016","440.40","448.00","448.00","433.00","10.19M","-1.90%"
"06/27/2016","448.95","451.80","457.25","443.60","12.45M","-0.10%"
"06/24/2016","449.40","439.20","453.75","421.25","41.00M","-7.90%"
"06/23/2016","487.95","476.10","489.90","476.10","9.63M","3.23%"
"06/22/2016","472.70","483.05","484.80","468.05","7.66M","-2.52%"
"06/21/2016","484.90","484.00","486.20","477.60","8.91M","0.59%"
"06/20/2016","482.05","464.75","484.20","460.25","9.26M","3.80%"
"06/17/2016","464.40","461.00","465.75","457.30","7.84M","2.21%"
"06/16/2016","454.35","449.70","455.50","446.05","7.26M","0.50%"
"06/15/2016","452.10","449.90","453.00","447.25","5.70M","0.83%"
"06/14/2016","448.40","446.90","453.85","441.15","9.62M","0.93%"
"06/13/2016","444.25","451.00","451.40","436.70","9.51M","-2.78%"
"06/10/2016","456.95","466.75","466.75","454.50","7.04M","-2.18%"
"06/09/2016","467.15","469.45","470.25","465.00","8.53M","0.21%"
"06/08/2016","466.15","465.50","468.80","463.20","10.47M","0.67%"
"06/07/2016","463.05","466.45","466.45","459.00","12.57M","0.55%"
"06/06/2016","460.50","457.80","465.00","450.20","9.36M","1.44%"
"06/03/2016","453.95","458.05","461.80","452.50","11.67M","0.11%"
"06/02/2016","453.45","444.10","460.50","444.10","13.67M","0.95%"
"06/01/2016","449.20","455.75","458.30","445.00","10.39M","-2.27%"
"05/31/2016","459.65","456.00","464.90","445.00","110.74M","9.12%"
"05/30/2016","421.25","404.80","423.60","401.30","15.77M","4.30%"
"05/27/2016","403.90","400.00","405.00","396.00","9.04M","1.16%"
"05/26/2016","399.25","400.50","402.00","396.75","8.47M","0.57%"
"05/25/2016","397.00","394.00","399.95","394.00","8.90M","2.03%"
"05/24/2016","389.10","383.80","391.75","382.65","10.57M","1.93%"
"05/23/2016","381.75","388.55","389.95","380.10","8.15M","-0.70%"
"05/20/2016","384.45","386.70","392.70","383.50","6.54M","-0.63%"
"05/19/2016","386.90","386.25","393.30","381.95","10.99M","0.53%"
"05/18/2016","384.85","383.50","387.35","381.60","8.59M","-1.24%"
"05/17/2016","389.70","392.60","395.00","386.60","9.43M","-0.76%"
"05/16/2016","392.70","393.80","396.70","389.00","8.25M","0.71%"
"05/13/2016","389.95","391.25","394.00","385.50","14.03M","0.75%"
"05/12/2016","387.05","379.00","388.60","379.00","6.51M","1.90%"
"05/11/2016","379.85","384.80","391.95","376.10","11.60M","-2.34%"
"05/10/2016","388.95","400.80","400.80","387.15","9.17M","-3.57%"
"05/09/2016","403.35","400.35","405.20","395.15","8.70M","1.17%"
"05/06/2016","398.70","388.60","400.90","384.50","9.95M","1.93%"
"05/05/2016","391.15","384.00","396.05","383.15","9.60M","2.45%"
"05/04/2016","381.80","405.50","405.50","380.10","12.07M","-6.80%"
"05/03/2016","409.65","410.90","422.00","407.80","9.62M","0.48%"
"05/02/2016","407.70","407.95","410.45","402.50","4.18M","-0.16%"
"04/29/2016","408.35","410.00","413.70","403.05","6.25M","-0.73%"
"04/28/2016","411.35","418.80","420.95","409.70","7.55M","-1.72%"
"04/27/2016","418.55","418.95","425.25","414.65","6.23M","-0.12%"
"04/26/2016","419.05","408.65","423.65","405.05","7.00M","1.66%"
"04/25/2016","412.20","417.60","417.60","410.00","3.27M","-1.15%"
"04/22/2016","417.00","412.10","420.50","408.00","6.00M","1.34%"
"04/21/2016","411.50","408.70","417.20","406.00","9.21M","1.83%"
"04/20/2016","404.10","407.00","410.35","400.65","7.59M","-0.80%"
"04/18/2016","407.35","407.65","409.90","402.50","5.57M","-0.34%"
"04/13/2016","408.75","400.00","411.75","398.15","12.37M","3.27%"
"04/12/2016","395.80","387.95","397.40","387.15","7.70M","2.37%"
"04/11/2016","386.65","373.95","387.80","373.90","6.83M","4.09%"
"04/08/2016","371.45","375.50","380.05","370.50","4.86M","-1.00%"
"04/07/2016","375.20","375.95","384.80","370.30","8.72M","-0.40%"
"04/06/2016","376.70","373.70","382.40","372.05","7.32M","1.67%"
"04/05/2016","370.50","386.00","386.00","369.00","6.06M","-4.61%"
"04/04/2016","388.40","385.95","391.00","382.40","6.01M","2.30%"
"04/01/2016","379.65","386.40","386.40","377.70","5.68M","-1.80%"
"03/31/2016","386.60","387.90","393.60","380.50","10.74M","-0.51%"
"03/30/2016","388.60","380.50","391.50","376.80","10.30M","4.34%"
"03/29/2016","372.45","364.00","378.95","363.05","9.36M","2.52%"
"03/28/2016","363.30","375.50","375.50","361.50","8.06M","-3.63%"
"03/23/2016","377.00","378.00","379.45","374.05","5.77M","-0.05%"
"03/22/2016","377.20","376.95","381.50","370.40","8.91M","0.67%"
"03/21/2016","374.70","367.25","375.50","365.75","9.33M","2.36%"
"03/18/2016","366.05","362.50","367.80","362.50","6.59M","1.43%"
"03/17/2016","360.90","366.90","367.40","358.60","6.91M","0.38%"
"03/16/2016","359.55","359.95","362.75","353.30","7.55M","-0.24%"
"03/15/2016","360.40","366.90","370.70","359.55","9.80M","-1.65%"
"03/14/2016","366.45","359.90","370.55","358.95","13.07M","3.44%"
"03/11/2016","354.25","348.50","355.90","345.15","7.64M","1.65%"
"03/10/2016","348.50","347.00","353.60","341.40","7.44M","0.23%"
"03/09/2016","347.70","339.90","349.00","336.00","6.38M","0.48%"
"03/08/2016","346.05","346.50","353.75","341.50","7.89M","0.74%"
"03/04/2016","343.50","340.15","348.75","338.65","8.20M","2.02%"
"03/03/2016","336.70","324.50","339.80","321.50","12.84M","6.18%"
"03/02/2016","317.10","322.90","326.00","314.35","12.42M","0.55%"
"03/01/2016","315.35","301.10","317.00","301.10","11.44M","5.22%"
"02/29/2016","299.70","303.20","305.75","290.25","12.61M","-0.70%"
"02/26/2016","301.80","303.20","305.20","297.60","9.18M","1.21%"
"02/25/2016","298.20","309.80","312.20","296.20","12.96M","-2.64%"
"02/24/2016","306.30","316.00","316.00","304.75","7.63M","-3.85%"
"02/23/2016","318.55","324.00","324.75","314.45","11.64M","-0.09%"
"02/22/2016","318.85","320.00","324.20","313.60","8.70M","0.20%"
"02/19/2016","318.20","312.10","320.00","311.10","7.71M","1.34%"
"02/18/2016","314.00","315.15","319.10","306.20","12.50M","1.24%"
"02/17/2016","310.15","302.95","313.50","298.65","13.72M","2.99%"
"02/16/2016","301.15","319.40","324.20","298.90","13.60M","-5.07%"
"02/15/2016","317.25","297.90","320.75","297.70","18.89M","6.33%"
"02/12/2016","298.35","281.00","303.95","271.60","21.54M","7.96%"
"02/11/2016","276.35","298.50","300.00","265.80","21.63M","-5.21%"
"02/10/2016","291.55","309.85","309.95","288.25","21.76M","-6.15%"
"02/09/2016","310.65","319.50","322.65","308.80","12.49M","-3.97%"
"02/08/2016","323.50","334.95","334.95","321.35","6.97M","-4.03%"
"02/05/2016","337.10","330.50","339.00","326.65","9.24M","3.56%"
"02/04/2016","325.50","325.30","329.30","321.20","6.09M","1.62%"
"02/03/2016","320.30","325.55","325.95","317.05","6.69M","-2.81%"
"02/02/2016","329.55","343.80","344.70","327.70","9.18M","-2.64%"
"02/01/2016","338.50","338.75","342.40","332.25","6.56M","0.47%"
"01/29/2016","336.90","332.00","340.60","324.20","10.35M","0.81%"
"01/28/2016","334.20","336.30","341.40","332.30","13.15M","-0.85%"
"01/27/2016","337.05","338.00","341.00","333.20","8.33M","1.34%"
"01/25/2016","332.60","345.50","345.50","331.15","6.11M","-2.03%"
"01/22/2016","339.50","335.50","345.90","331.50","9.60M","3.33%"
"01/21/2016","328.55","340.65","344.15","323.00","16.52M","-4.00%"
"01/20/2016","342.25","349.65","349.65","338.80","9.16M","-3.36%"
"01/19/2016","354.15","343.00","357.20","342.00","7.30M","4.10%"
"01/18/2016","340.20","341.00","343.30","334.40","6.29M","-0.32%"
"01/15/2016","341.30","353.90","353.90","339.35","6.56M","-3.67%"
"01/14/2016","354.30","356.10","359.40","346.80","10.67M","-2.83%"
"01/13/2016","364.60","360.45","369.80","356.30","14.19M","2.70%"
"01/12/2016","355.00","362.70","363.95","351.60","8.36M","-1.44%"
"01/11/2016","360.20","343.90","364.75","341.65","10.58M","1.94%"
"01/08/2016","353.35","345.60","355.85","345.60","8.77M","2.85%"
"01/07/2016","343.55","356.25","358.00","338.10","11.78M","-6.11%"
"01/06/2016","365.90","374.25","375.50","364.60","7.21M","-2.28%"
"01/05/2016","374.45","381.05","382.45","372.10","6.90M","-0.69%"
"01/04/2016","377.05","400.00","400.10","375.05","7.82M","-6.18%"
"01/01/2016","401.90","392.50","403.00","373.00","4.38M","2.71%"
"12/31/2015","391.30","394.00","395.75","389.15","6.41M","-0.55%"
"12/30/2015","393.45","392.00","395.00","390.50","4.87M","0.41%"
"12/29/2015","391.85","392.90","397.50","388.75","7.36M","-0.55%"
"12/28/2015","394.00","384.90","395.00","383.75","7.17M","3.03%"
"12/24/2015","382.40","380.90","384.75","377.60","4.57M","1.04%"
"12/23/2015","378.45","379.90","380.85","377.50","3.95M","0.09%"
"12/22/2015","378.10","380.90","382.80","377.20","3.80M","-0.54%"
"12/21/2015","380.15","379.10","382.55","377.50","4.02M","0.50%"
"12/18/2015","378.25","381.90","384.80","376.80","6.45M","-1.23%"
"12/17/2015","382.95","385.00","387.00","376.05","7.60M","0.66%"
"12/16/2015","380.45","375.90","385.00","372.85","11.87M","0.25%"
"12/15/2015","379.50","371.25","380.95","365.50","7.72M","2.13%"
"12/14/2015","371.60","369.75","373.50","360.50","12.68M","-1.68%"
"12/11/2015","377.95","390.90","392.65","375.30","6.54M","-2.99%"
"12/10/2015","389.60","401.20","401.20","385.25","10.68M","-1.10%"
"12/09/2015","393.95","402.80","405.00","392.75","6.10M","-2.10%"
"12/08/2015","402.40","396.95","406.95","396.10","7.85M","0.81%"
"12/07/2015","399.15","402.90","403.00","395.30","6.16M","-0.20%"
"12/04/2015","399.95","402.50","411.50","398.70","8.48M","-1.39%"
"12/03/2015","405.60","408.70","411.90","404.25","6.00M","-1.83%"
"12/02/2015","413.15","415.90","418.90","410.30","6.54M","-1.01%"
"12/01/2015","417.35","427.00","427.00","416.10","6.40M","-1.39%"
"11/30/2015","423.25","419.90","429.60","418.00","9.90M","1.34%"
"11/27/2015","417.65","425.55","431.90","416.45","9.72M","-1.59%"
"11/26/2015","424.40","404.75","426.45","404.00","15.07M","5.85%"
"11/24/2015","400.95","399.10","406.50","397.05","5.62M","-0.29%"
"11/23/2015","402.10","400.35","404.40","396.50","4.66M","-0.19%"
"11/20/2015","402.85","408.50","410.70","401.35","5.42M","-1.01%"
"11/19/2015","406.95","409.90","409.90","403.50","5.65M","0.17%"
"11/18/2015","406.25","407.95","413.50","403.25","6.96M","-0.31%"
"11/17/2015","407.50","403.00","410.70","398.55","6.06M","1.81%"
"11/16/2015","400.25","401.00","404.85","394.20","7.67M","-0.92%"
"11/13/2015","403.95","411.35","417.50","401.80","11.01M","-1.79%"
"11/11/2015","411.30","408.75","414.00","408.05","1.16M","0.94%"
"11/10/2015","407.45","408.00","417.40","402.70","12.65M","-1.04%"
"11/09/2015","411.75","374.00","413.50","373.05","22.13M","3.94%"
"11/06/2015","396.15","399.90","404.40","392.50","11.02M","-1.94%"
"11/05/2015","404.00","403.60","412.80","401.45","12.91M","-0.21%"
"11/04/2015","404.85","390.05","407.25","390.05","13.99M","5.97%"
"11/03/2015","382.05","391.25","391.25","380.80","5.89M","-1.52%"
"11/02/2015","387.95","386.10","392.05","384.40","7.51M","0.78%"
"10/30/2015","384.95","389.75","390.80","383.50","6.65M","-1.60%"
"10/29/2015","391.20","388.95","396.80","384.25","15.38M","1.27%"
"10/28/2015","386.30","382.80","390.75","382.20","8.02M","0.77%"
"10/27/2015","383.35","383.00","386.95","382.20","4.42M","-0.33%"
"10/26/2015","384.60","386.45","389.90","383.25","5.06M","0.42%"
"10/23/2015","383.00","383.90","388.80","382.00","6.74M","0.41%"
"10/21/2015","381.45","379.95","386.40","378.55","8.72M","-0.44%"
"10/20/2015","383.15","379.00","395.75","377.40","15.43M","1.18%"
"10/19/2015","378.70","384.00","384.00","376.25","7.46M","-1.94%"
"10/16/2015","386.20","388.60","390.95","380.65","16.50M","1.29%"
"10/15/2015","381.30","355.30","383.75","355.30","19.49M","8.23%"
"10/14/2015","352.30","358.75","360.25","351.10","7.01M","-2.44%"
"10/13/2015","361.10","360.00","365.25","355.05","9.97M","-0.34%"
"10/12/2015","362.35","356.50","367.00","356.40","10.51M","1.66%"
"10/09/2015","356.45","346.20","359.20","341.10","11.64M","3.85%"
"10/08/2015","343.25","343.80","347.30","341.55","12.09M","0.56%"
"10/07/2015","341.35","333.90","345.00","329.00","17.80M","2.29%"
"10/06/2015","333.70","320.55","334.70","319.55","18.81M","5.89%"
"10/05/2015","315.15","302.50","322.10","302.50","14.53M","5.84%"
"10/01/2015","297.75","301.45","301.50","291.50","7.50M","-0.28%"
"09/30/2015","298.60","289.25","299.75","288.10","12.93M","3.41%"
"09/29/2015","288.75","281.20","294.80","279.10","12.30M","1.32%"
"09/28/2015","285.00","304.40","304.40","283.50","13.58M","-6.06%"
"09/24/2015","303.40","309.70","312.00","301.60","13.80M","-2.22%"
"09/23/2015","310.30","311.00","312.55","306.25","8.95M","-1.74%"
"09/22/2015","315.80","332.00","333.60","314.00","7.12M","-4.79%"
"09/21/2015","331.70","326.85","334.90","325.65","5.17M","0.44%"
"09/18/2015","330.25","329.20","333.80","326.85","14.89M","-2.31%"
"09/16/2015","338.05","337.70","340.40","332.50","5.71M","1.18%"
"09/15/2015","334.10","345.95","345.95","333.05","5.80M","-3.66%"
"09/14/2015","346.80","348.90","350.90","342.25","5.48M","0.64%"
"09/11/2015","344.60","354.90","358.90","342.25","8.57M","-2.68%"
"09/10/2015","354.10","340.05","356.45","331.00","9.87M","2.67%"
"09/09/2015","344.90","335.35","350.70","333.60","8.83M","4.23%"
"09/08/2015","330.90","326.00","333.25","316.30","6.73M","2.49%"
"09/07/2015","322.85","327.80","333.00","320.00","5.36M","-0.02%"
"09/04/2015","322.90","330.00","330.80","316.00","6.59M","-3.19%"
"09/03/2015","333.55","326.20","339.80","326.20","8.14M","2.80%"
"09/02/2015","324.45","328.85","332.50","321.45","8.10M","-1.65%"
"09/01/2015","329.90","334.95","339.35","325.10","8.61M","-3.01%"
"08/31/2015","340.15","340.00","348.75","332.45","7.24M","0.03%"
"08/28/2015","340.05","342.00","342.00","335.25","7.12M","1.80%"
"08/27/2015","334.05","338.40","342.55","327.25","17.22M","-0.31%"
"08/26/2015","335.10","322.00","341.40","318.25","13.78M","1.90%"
"08/25/2015","328.85","308.00","331.35","305.80","13.40M","6.68%"
"08/24/2015","308.25","317.00","317.00","301.60","14.75M","-7.27%"
"08/21/2015","332.40","339.40","339.40","327.75","8.79M","-2.86%"
"08/20/2015","342.20","348.00","349.70","341.00","7.79M","-2.58%"
"08/19/2015","351.25","348.70","354.90","344.00","6.44M","0.76%"
"08/18/2015","348.60","355.85","358.35","347.70","5.62M","-2.11%"
"08/17/2015","356.10","354.40","362.30","345.25","5.81M","0.24%"
"08/14/2015","355.25","351.45","359.75","345.10","6.40M","1.67%"
"08/13/2015","349.40","356.90","360.95","348.00","11.15M","-1.63%"
"08/12/2015","355.20","365.00","365.85","353.55","11.11M","-3.78%"
"08/11/2015","369.15","387.10","388.00","367.55","9.98M","-4.29%"
"08/10/2015","385.70","384.00","395.30","382.10","14.49M","-1.96%"
"08/07/2015","393.40","382.40","396.00","382.40","10.71M","2.69%"
"08/06/2015","383.10","376.50","384.70","373.20","7.98M","1.78%"
"08/05/2015","376.40","378.75","388.50","375.10","8.30M","-1.14%"
"08/04/2015","380.75","385.90","387.00","378.00","5.62M","-1.92%"
"08/03/2015","388.20","386.35","394.40","382.00","6.65M","1.13%"
"07/31/2015","383.85","380.80","390.50","380.05","6.95M","1.70%"
"07/30/2015","377.45","381.65","382.50","376.00","6.56M","0.27%"
"07/29/2015","376.45","373.90","379.95","372.70","9.53M","1.72%"
"07/28/2015","370.10","373.00","374.90","366.10","10.98M","-1.95%"
"07/27/2015","377.45","384.25","385.25","373.00","8.45M","-3.28%"
"07/24/2015","390.25","397.55","399.35","389.00","7.06M","-2.77%"
"07/23/2015","401.35","388.75","403.40","385.00","9.51M","3.03%"
"07/22/2015","389.55","388.00","392.80","385.95","5.96M","0.12%"
"07/21/2015","389.10","391.80","393.30","386.10","6.46M","-0.42%"
"07/20/2015","390.75","399.00","401.90","389.30","5.78M","-1.83%"
"07/17/2015","398.05","395.95","403.25","390.40","6.59M","0.71%"
"07/16/2015","395.25","394.90","398.65","392.45","5.20M","0.24%"
"07/15/2015","394.30","387.00","395.00","382.60","15.56M","2.16%"
"07/14/2015","385.95","403.50","403.50","380.95","11.33M","-4.02%"
"07/13/2015","402.10","406.70","406.70","397.05","8.05M","0.05%"
"07/10/2015","401.90","400.25","405.80","398.05","13.66M","1.03%"
"07/09/2015","397.80","400.15","403.35","394.25","9.35M","-1.77%"
"07/08/2015","404.95","424.00","424.00","400.00","15.52M","-6.16%"
"07/07/2015","431.55","434.35","435.70","428.00","5.67M","0.10%"
"07/06/2015","431.10","428.00","433.50","420.70","4.60M","-0.47%"
"07/03/2015","433.15","436.00","436.00","430.45","3.71M","-0.74%"
"07/02/2015","436.40","445.00","445.00","435.00","4.64M","-1.82%"
"07/01/2015","444.50","436.75","447.40","431.40","6.05M","2.38%"
"06/30/2015","434.15","428.00","436.25","422.70","6.39M","1.38%"
"06/29/2015","428.25","428.80","432.50","418.15","7.14M","-2.14%"
"06/26/2015","437.60","435.00","438.80","431.20","5.01M","1.20%"
"06/25/2015","432.40","433.00","436.10","429.50","7.75M","0.42%"
"06/24/2015","430.60","438.70","438.70","428.10","7.08M","-1.24%"
"06/23/2015","436.00","441.00","447.40","435.00","5.76M","-1.02%"
"06/22/2015","440.50","435.00","444.00","435.00","5.28M","1.72%"
"06/19/2015","433.05","444.80","444.80","431.60","6.89M","-2.78%"
"06/18/2015","445.45","434.90","447.50","431.40","8.20M","2.71%"
"06/17/2015","433.70","436.00","437.40","426.50","7.03M","0.21%"
"06/16/2015","432.80","427.05","435.80","421.25","6.19M","1.51%"
"06/15/2015","426.35","426.00","427.95","418.10","7.29M","1.08%"
"06/12/2015","421.80","426.55","429.50","417.25","10.87M","-1.95%"
"06/11/2015","430.20","446.50","446.80","428.10","9.67M","-3.67%"
"06/10/2015","446.60","439.90","449.40","436.00","9.72M","1.49%"
"06/09/2015","440.05","431.30","443.80","431.30","7.74M","1.02%"
"06/08/2015","435.60","435.30","438.00","429.05","7.07M","-1.47%"
"06/05/2015","442.10","445.65","449.55","439.50","11.20M","-2.02%"
"06/04/2015","451.20","456.85","458.45","445.45","8.00M","-1.24%"
"06/03/2015","456.85","467.00","468.75","434.70","9.70M","-2.16%"
"06/02/2015","466.95","473.10","478.40","465.00","6.24M","-1.08%"
"06/01/2015","472.05","482.90","482.90","471.00","4.61M","-1.99%"
"05/29/2015","481.65","485.20","490.25","479.40","7.89M","-0.56%"
"05/28/2015","484.35","473.85","487.45","472.25","11.79M","2.67%"
